fighter_slug,fighter_name,order,result,opponent,promotion,event,event_date,method,round,time
/fighter/Samarbek-Sabyrzhan-233383,Samarbek Sabyrzhan,6,loss,Roybert Echeverria,Titan,Cruz vs. Dias,2021-03-26,TKO (Punches),1,1:54
/fighter/Samarbek-Sabyrzhan-233383,Samarbek Sabyrzhan,7,win,Suyunbek Nurgazy,Global FC,Global Fighting Championship,2019-05-02,Submission (Armbar),1,0:45
/fighter/Samarbek-Sabyrzhan-233383,Samarbek Sabyrzhan,8,win,Bakyt Toichiev,Global FC,Global Fighting Championship,2019-05-02,Submission (Armbar),2,3:04
/fighter/Samarbek-Sabyrzhan-233383,Samarbek Sabyrzhan,9,win,Jasur Karimov,Nomad MMA,Nomad Fights 9: Young Baatyr,2018-09-22,Submission (Armbar),1,1:32
/fighter/Samarbek-Sabyrzhan-233383,Samarbek Sabyrzhan,10,loss,Akylbek Suyunbek,WEF,WEF ProfFight 24,2018-08-04,Submission (Guillotine Choke),1,0:31
/fighter/Samarbek-Sabyrzhan-233383,Samarbek Sabyrzhan,11,win,Alisher Melis,Nomads Absolute Challenge,Nomad Fights: 1st Battle,2016-08-07,Submission (Armbar),1,2:23
/fighter/Samira-Ulenova-419684,Samira Ulenova,0,loss,Tatiana Postarnakova,OCE Professional,UFF Fighting,2022-12-17,TKO Vyacheslav Protasov,1,1:11
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,0,loss,Jaime Cordero,Oktagon MMA,Oktagon 77: Engizek vs. Humburger,2025-10-04,TKO (Arm Injury),1,2:49
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,1,loss,Dominik Humburger,Oktagon MMA,Oktagon 70: Kristofic vs. Humburger,2025-04-26,KO (Punch),2,1:58
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,2,win,Karlos Vemola,Oktagon MMA,Oktagon 51: Final,2023-12-29,KO (Punch),1,1:48
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,3,loss,Robert Bryczek,Oktagon MMA,Oktagon 45: Special,2023-07-28,TKO (Punches),1,0:55
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,4,loss,Alex Lohore,Oktagon MMA,Oktagon 40: Kozma vs. Siwiec,2023-03-04,Decision (Unanimous),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,5,win,Zdenek Polivka,Oktagon MMA,Oktagon 36: Eckerlin vs. Oliveira,2022-10-15,Decision (Unanimous),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,6,loss,Patrik Kincl,Oktagon MMA,Oktagon 31: Kristofic vs. Kincl,2022-02-26,Decision (Unanimous),5,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,7,win,Marcin Naruszczka,Oktagon MMA,Oktagon 26: Naruszczka vs. Kristofic,2021-07-24,Decision (Unanimous),5,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,8,win,Al Matavao,Oktagon MMA,Oktagon 25: Buday vs. Minda,2021-06-19,Decision (Unanimous),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,9,win,Mateusz Strzelczyk,Oktagon MMA,Oktagon 19: Vemola vs. Mikulasek,2020-12-05,TKO (Elbow and Punches),2,0:59
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,10,win,Robert Pukac,Oktagon MMA,Oktagon 14: Bitva O Truny,2019-09-14,Decision (Unanimous),5,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,11,win,Anderson de Queiroz Diniz,Oktagon MMA,Oktagon 12: Vegh vs. Zwicker,2019-06-08,KO (Punch),1,0:29
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,12,loss,David Kozma,Oktagon MMA,Oktagon 11: Kozma vs. Kristofic,2019-03-16,Decision (Unanimous),5,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,13,loss,Grzegorz Siwy,Oktagon MMA,Oktagon 9: Kristofic vs. Siwy,2018-09-15,Decision (Unanimous),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,14,win,Ondrej Raska,Oktagon MMA,Oktagon 6: Kristofic vs. Raska,2018-05-26,KO (Punch),1,3:14
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,15,loss,Nodar Kudukhashvili,FNG,Fight Nights Global 84,2018-03-02,Decision (Unanimous),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,16,win,Radovan Uskrt,Oktagon MMA,Oktagon 4: Challenge Finals 2,2017-11-12,Submission (Arm-Triangle Choke),3,2:02
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,17,win,Ondrej Raska,Oktagon MMA,Oktagon 2 Challenge Qualification: Semifinals,2017-09-01,Submission (Arm-Triangle Choke),2,1:40
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,18,win,Kalman Kovacs,Dark Night Nove Zamky,Dark Night Vol. 2,2017-06-24,Submission (Arm-Triangle Choke),1,4:40
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,19,win,Bohumil Lungrik,Oktagon MMA,Oktagon 2: Boraros vs. Cambal,2017-04-07,Decision (Unanimous),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,20,win,Laszlo Szogyenyi,X Fight,X Fight 1,2016-05-20,Submission (Rear-Naked Choke),2,3:23
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,21,win,Tomas Vasicek,LCC,Fight Night,2016-04-30,TKO (Punches),1,3:27
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,22,win,Martin Sudor,FoG,Fight of Gladiators 5,2016-04-09,Decision (Unanimous),2,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,23,win,Martin Kostolansky,PCF,Revenge,2015-11-21,Decision (Split),3,5:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,24,win,Eduard Jedinak,CFN,Champions Fight Night 1,2015-07-10,Submission (Triangle Choke),1,1:46
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,0,win,Jakub Benko,Oktagon MMA,Oktagon Underground 2,2020-05-23,Decision (Unanimous),3,3:00
/fighter/Samuel-Kristofic-213347,Samuel Kristofic,0,loss,Szabolcs Simo,RSC,Fight Night,2015-05-30,Decision (Unanimous),2,5:00
/fighter/Sanad-Armouti-296151,Sanad Armouti,0,loss,Jesse Kosakowski,Reality Fighting,Mohegun Sun Arena,2025-01-04,TKO (Punches),1,3:16
/fighter/Sanad-Armouti-296151,Sanad Armouti,1,loss,Jonathan Piersma,Combat,Grigoriou vs. Disonell,2023-02-10,TKO (Punches),2,2:19
/fighter/Sanad-Armouti-296151,Sanad Armouti,2,win,Anthony Pike,Combat,Hawn vs. Cavalcante,2022-10-21,Submission (Armbar),1,0:45
/fighter/Sanad-Armouti-296151,Sanad Armouti,3,win,Sage Philippe,Combat,DiSciullo vs. De la Cruz,2022-06-17,Decision (Unanimous),3,5:00
/fighter/Sanad-Armouti-296151,Sanad Armouti,4,loss,Marcos Lloreda,CES,Knight vs. Skipper,2019-10-25,Decision (Unanimous),3,5:00
/fighter/Sanad-Armouti-296151,Sanad Armouti,5,win,Rodolfo Rocha,CES,Rebello vs. Haley,2019-07-26,KO (Punch),1,4:40
/fighter/Sanad-Armouti-296151,Sanad Armouti,0,win,Billy Goff,Cage Titans FC,Cage Titans 40,2018-08-18,TKO (Retirement),1,3:00
/fighter/Sarqis-Avanesov-398618,Sarqis Avanesov,0,loss,Mohamad Cheraghi,GFC,General Fighting Championship 1,2021-06-06,TKO (Punches),1,2:56
/fighter/Sarqis-Avanesov-398618,Sarqis Avanesov,1,loss,Levan Khabalaev,World Amateur K-1 Federation,WAK-1F,2019-11-30,Submission (Triangle Choke),1,4:30
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,0,loss,Avliyo Amirzoda,Naiza Jekpe-Jek,Abilkassym vs. Agzamov,2025-03-14,Decision (Unanimous),3,5:00
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,1,loss,Amirkhon Atakhanov,Octagon Promotion,Octagon 51,2023-10-21,Decision (Unanimous),3,5:00
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,2,loss,Ramazonbek Temirov,Octagon Promotion,Octagon 19,2021-05-28,Decision (Unanimous),3,5:00
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,3,win,Abylai Suleimenov,Zhekpe Zhek,Festival of National Sports 5,2019-09-21,Submission (Triangle Choke),1,4:48
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,4,win,Aslanbek Koyanbai,Zhekpe Zhek,Festival of National Sports 5,2019-09-21,KO (Punch),1,0:20
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,5,loss,Aslan Utegaliev,ZZ,Zhekpe Zhek Cup,2019-07-06,Submission (Rear-Naked Choke),2,2:01
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,6,win,Dosbol Elegen,ZZ,Zhekpe Zhek Cup,2019-07-06,Decision,2,5:00
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,7,win,Dosbol Elegen,Ablay FC,Kazakhstan Zhekpe Zhek Championship,2018-09-13,Submission (Armbar),1,3:05
/fighter/Satbek-Esengeldin-348011,Satbek Esengeldin,8,win,Erbol Toktarov,Zhekpe Zhek,Zhekpe Zhek Cup,2018-04-22,Submission (Armbar),2,0:27
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,0,loss,Danilo Marques,Professional Fighters League,PFL 8: 2023 Playoffs,2023-08-18,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,1,win,Charlie Milner,FNC,Fight Nation Championship 6,2022-06-17,TKO (Punches),1,0:40
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,2,win,Pietro Cappelli,EMC,Elite MMA Championship 7,2021-07-03,Submission (North-South Choke),1,2:41
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,3,loss,Stuart Austin,EMC,Elite MMA Championship 5,2020-09-05,Decision (Unanimous),5,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,4,win,Cleber Sousa Silva,Heat,Heat 46,2020-01-19,Submission (Armbar),1,3:24
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,5,loss,Jake Heun,Rizin FF,Rizin 20,2019-12-31,KO (Punches),1,1:24
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,6,loss,Denis Goltsov,Professional Fighters League,PFL 9: 2019 Season PFL Playoffs 3,2019-10-31,Decision (Majority),2,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,7,loss,Jared Rosholt,Professional Fighters League,PFL 6: 2019 Regular Season,2019-08-08,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,8,win,Ezekiel Wily,Professional Fighters League,PFL 3: 2019 Regular Season,2019-06-06,Decision (Split),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,9,win,Fernando Rodrigues Jr.,KSW,The X-Warriors,2019-03-23,Decision (Split),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,10,win,Callyugibrainn Marinho Borges,Heat,Heat 44,2019-03-02,Submission (Kimura),2,3:54
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,11,win,Rodrigo Carlos,SBC,Serbian Battle Championship 20,2019-02-16,TKO (Punches),1,1:42
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,12,win,Tony Lopez,SBC,Serbian Battle Championship 19,2018-12-01,Submission (Kneebar),1,4:23
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,13,win,Rokas Stambrauskas,GMC,German MMA Championship 17,2018-10-13,Submission (Leg Scissor Choke),1,4:43
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,14,win,Bjoern Schmiedeberg,FFC,Linz,2017-10-21,Submission (Kimura),1,2:36
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,15,loss,Ivan Shtyrkov,RCC Boxing Promotions,Russia vs. Japan,2017-07-09,TKO (Punches),2,3:43
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,16,win,Heath Herring,Rizin,Rizin 2017 in Yokohama: Sakura,2017-04-16,Decision (Unanimous),2,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,17,loss,Muhammed Lawal,Bellator,King Mo vs. Ishii,2016-12-16,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,18,loss,Quinton Jackson,Bellator,Dynamite 2,2016-06-24,Decision (Split),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,19,loss,Jiri Prochazka,Rizin Fighting Federation,Saraba no Utake,2015-12-29,KO (Head Kick and Knees),1,1:36
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,20,win,William Penn,IGF,Inoki Genome Fight 4,2015-08-29,Submission (Rear-Naked Choke),1,3:07
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,21,win,Nick Rossborough,IGF,Inoki Genome Fight 3,2015-04-11,Submission (Kimura),1,4:22
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,22,loss,Mirko Filipovic,IGF,Inoki Bom-Ba-Ye 2014,2014-12-31,TKO (Head Kick and Punches),2,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,23,loss,Mirko Filipovic,IGF,Inoki Genome Fight 2,2014-08-23,TKO (Doctor Stoppage),2,2:37
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,24,win,Phil De Fries,IGF,Inoki Genome Fight 1,2014-04-05,Decision (Unanimous),2,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,25,win,Kazuyuki Fujita,IGF,Inoki Bom-Ba-Ye 2013,2013-12-31,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,26,win,Jeff Monson,M-1 Global,M-1 Challenge 42,2013-10-20,Decision (Majority),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,27,win,Clayton Jones,IGF,Genome 27,2013-07-20,TKO (Punches),1,0:35
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,28,win,Pedro Rizzo,IGF,Genome 26,2013-05-26,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,29,win,Kerry Schall,IGF,Genome 25,2013-03-20,Submission (Armbar),1,2:43
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,30,win,Sean McCorkle,IGF,Genome 24,2013-02-23,Submission (Kimura),1,2:41
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,31,win,Tim Sylvia,IGF,Inoki Bom-Ba-Ye 2012,2012-12-31,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,32,loss,Fedor Emelianenko,Dream,Fight for Japan: Genki Desu Ka! New Year! 2011,2011-12-31,KO (Punches),1,2:34
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,33,draw,Paulo Filho,AFC,Amazon Forest Combat 1,2011-09-14,Draw Mario Yamasaki VIEW PLAY-BY-PLAY,3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,34,win,Jerome Le Banner,K-1,Dynamite!! Power of Courage 2010,2010-12-31,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,35,win,Katsuyori Shibata,K-1,World MAX 2010 Final,2010-11-08,Technical Submission (Kimura),1,3:30
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,36,win,Ikuhisa Minowa,Dream,Dream 16,2010-09-25,Decision (Unanimous),2,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,37,win,Tafa Misipati,Xplosion,New Zealand vs. Japan,2010-05-15,Submission (Armbar),1,2:42
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,38,loss,Hidehiko Yoshida,K-1,Dynamite!! Power of Courage 2009,2009-12-31,Decision (Unanimous),3,5:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,0,loss,Myles Tynanes,X-1,Nations Collide,2010-06-04,Disqualification (Punches After Bell),1,3:00
/fighter/Satoshi-Ishii-41887,Satoshi Ishii,0,win,Sasae Paogofie,X-1,Champions 2,2010-03-20,Submission (Kimura),1,2:49
/fighter/Saulius-Bucius-15138,Saulius Bucius,0,loss,Piotr Niedzielski,MTC,Fight Night,2017-10-14,Decision (Unanimous),3,5:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,1,loss,Kamil Lebkowski,FEN,Baltic Storm,2017-05-12,TKO (Punches),1,3:07
/fighter/Saulius-Bucius-15138,Saulius Bucius,2,win,Baburmirzo Abdufataev,King of the Cage Lithuania,Baltic Tour,2017-04-08,TKO Vidas Lescinskas,1,2:45
/fighter/Saulius-Bucius-15138,Saulius Bucius,3,loss,Krzysztof Klaczek,XCage 8 / PLMMA,Torun,2015-09-09,TKO (Punches),1,4:40
/fighter/Saulius-Bucius-15138,Saulius Bucius,4,win,David Kozma,GCF,Cage Fight 6,2015-05-22,Submission (Triangle Choke),1,3:56
/fighter/Saulius-Bucius-15138,Saulius Bucius,5,win,Damo Weeden,PFN,Phoenix Fight Night 25,2015-03-28,Submission (Armbar),1,1:56
/fighter/Saulius-Bucius-15138,Saulius Bucius,6,win,Ivan Kabila,BF,BestFight 1,2014-11-07,TKO (Punches),1,3:45
/fighter/Saulius-Bucius-15138,Saulius Bucius,7,loss,Henri Hiiemae,MMA Raju,MMA Raju 13,2014-04-19,Submission (Punches),2,2:36
/fighter/Saulius-Bucius-15138,Saulius Bucius,8,loss,Ilya Ovechkin,Coliseum FC,New History 2,2014-01-25,Decision (Unanimous),2,5:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,9,loss,Teddy Violet,Ring of Fire,Violet vs. Bucius,2013-11-10,Submission (Guillotine Choke),2,0:33
/fighter/Saulius-Bucius-15138,Saulius Bucius,10,win,Edgars Skrivers,WFCA,TM Fighting Grand Prix 2,2013-03-23,Decision (Unanimous),5,3:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,11,win,Jimmy Immonen,Shooto Finland,Chicago Collision 10,2012-10-27,Submission (Brabo Choke),2,4:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,12,loss,Lukasz Sajewski,EFS,Extreme Fighting Sports 2,2012-05-18,Decision (Unanimous),2,5:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,13,win,Abdulmutalib Gairbekov,FEFoMP,Amur Challenge 2,2012-04-01,Submission (Rear-Naked Choke),1,0:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,14,win,Mindaugas Surmaitis,Bushido Lithuania,SWAT 28,2012-03-17,Submission (Rear-Naked Choke),1,0:48
/fighter/Saulius-Bucius-15138,Saulius Bucius,15,loss,Jerry Kvarnstrom,TF,Turku Sport & Extreme Expo,2011-04-09,Submission (Rear-Naked Choke),1,0:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,16,loss,Risto Koivisto,BP Fight Night,Rumble in Amarillo,2011-02-12,Decision (Unanimous),2,5:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,17,win,Ramunas Paliunis,RF,Real Fights 10,2010-12-18,Submission (Triangle Choke),1,3:23
/fighter/Saulius-Bucius-15138,Saulius Bucius,18,draw,Jan Stefanovic,RF,Real Fights 9,2010-07-04,Draw,2,5:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,19,win,Erikas Turcakovas,RF,Real Fights 8,2010-02-27,Submission (Armbar),1,1:46
/fighter/Saulius-Bucius-15138,Saulius Bucius,20,win,Viktor Tomasevic,RF,Real Fights 7,2009-12-13,TKO (Knee to the Body),1,1:30
/fighter/Saulius-Bucius-15138,Saulius Bucius,21,loss,Oriol Gaset,Cage,Battle of Nations,2009-11-21,TKO (Punches),1,3:49
/fighter/Saulius-Bucius-15138,Saulius Bucius,22,win,Mantas Plesikas,FCP,MMA Jiu-Jitsu 1 Jurbarkas,2009-11-07,Submission (Armbar),2,0:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,23,win,Donatas Gercas,RF,Ring Fighters,2009-10-24,Submission (Rear-Naked Choke),1,0:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,24,loss,Povilas Sutkus,TKOP,Knight of the Cage 1,2009-07-11,TKO (Punches),2,4:19
/fighter/Saulius-Bucius-15138,Saulius Bucius,25,loss,Murad Utsaev,RF,Real Fights 2,2006-09-29,Submission (Guillotine),3,0:00
/fighter/Saulius-Bucius-15138,Saulius Bucius,26,loss,Artemij Sitenkov,Shooto Lithuania,Auksta Itampa 2,2006-02-12,Submission (Armbar),1,0:52
/fighter/Saykhan-Elmurzaev-204191,Saykhan Elmurzaev,0,loss,Ramazonbek Temirov,EFC,Emperor Fighting Championship 10,2015-12-19,TKO (Punches),1,2:25
/fighter/Saykhan-Elmurzaev-204191,Saykhan Elmurzaev,1,loss,Faruhmukhamad Davladzoda,EFC,Emperor Fighting Championship 9,2015-05-30,TKO (Punches),2,2:28
/fighter/Scotty-Henderson-322479,Scotty Henderson,0,loss,Michael Valladeras,Warrior,Showdown in the Smokies,2019-09-07,TKO (Strikes),1,2:24
/fighter/Scotty-Henderson-322479,Scotty Henderson,1,loss,Robbie Ring,SMMA,Showcase MMA: Pro Fights,2019-07-13,Submission (Rear Naked Choke),1,1:14
/fighter/Scotty-Henderson-322479,Scotty Henderson,2,loss,Stone Beverly,Warrior FC,Showdown,2017-09-23,TKO (Submission to Strikes),1,2:41
/fighter/Scotty-Henderson-322479,Scotty Henderson,3,loss,Jared King,Warrior FC,Middlesboro Mayhem,2017-06-24,Submission (Rear-Naked Choke),1,2:17
/fighter/Scotty-Henderson-322479,Scotty Henderson,4,win,Daniel Parsons,Warrior FC,Caged Chaos,2016-09-17,Submission (Rear-Naked Choke),2,0:56
/fighter/Scotty-Henderson-322479,Scotty Henderson,5,loss,Jeremy Philpot,Warrior FC,November 2 Remember,2015-11-21,KO,2,1:28
/fighter/Scotty-Henderson-322479,Scotty Henderson,6,win,Daniel Hensley,Warrior FC,Bloody Harlan Reckoning,2015-09-26,Submission (Rear-Naked Choke),1,0:31
/fighter/Scotty-Henderson-322479,Scotty Henderson,7,loss,Chachi Tabor,Warrior FC,Rise of the Phoenix,2014-04-26,TKO,2,1:38
/fighter/Scotty-Henderson-322479,Scotty Henderson,8,loss,Brody Williams,HRMMA,Hardrock MMA 59,2013-11-23,Submission (Rear-Naked Choke),1,1:48
/fighter/Scotty-Henderson-322479,Scotty Henderson,9,loss,Brennon Witcher,HRMMA,Hardrock MMA 56,2013-05-18,KO,1,1:12
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,0,win,Melvin van Suijdam,CW,Cage Warriors 199: Newcastle,2025-12-06,KO (Punches),2,0:29
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,1,win,Italo Gomes,CW,Cage Warriors 187: Glasgow,2025-04-19,Submission (Neck Crank),2,0:58
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,2,win,Andrey Augusto,CW,Cage Warriors 181: Newcastle,2024-11-23,TKO (Punch to the Body),3,1:23
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,3,win,Rafael Aronov,CW,Cage Warriors 176: Glasgow,2024-09-07,Submission (Rear-Naked Choke),1,1:08
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,4,win,Lucas Rodrigues Lopes,CW,Cage Warriors 171: Glasgow,2024-04-20,TKO (Elbows),2,4:04
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,5,win,Milton Afonso Cabral,CW,Cage Warriors 161: Dublin,2023-10-14,Submission (Neck Crank),1,3:08
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,6,win,Jack Comby,Unity FC,Unity Fighting Championship,2023-08-05,TKO (Punches),1,3:19
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,7,win,Ben Disson,Budo,Budo Fighting Championships 57,2023-04-29,TKO (Punches),1,0:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,0,win,Joe Ambler,EMMAA,Four Nations Championships: Finals,2022-07-03,Submission (Rear-Naked Choke),1,1:47
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,1,loss,Roan Crocker,EMMAA,Four Nations Championships: Day 1,2022-07-01,Decision (Unanimous),3,3:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,2,win,Jamie Hayes,MMA Battle Arena,Battle Arena 66: Birmingham,2022-03-19,Submission (Rear-Naked Choke),1,1:09
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,3,win,Aron Leo,Evolution Of Combat,Fight Night 11,2022-02-19,Decision (Unanimous),3,3:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,4,win,Kristof Porowski,Evolution Of Combat,Fight Night 9,2021-09-11,KO,1,0:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,5,win,Ewan Muirhead,Evolution Of Combat,Fight Night 7,2020-09-19,Submission (Buggy Choke),0,0:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,6,win,Zach Marshall,RAC,Rise and Conquer 8,2019-11-24,Submission (Rear-Naked Choke),2,0:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,7,win,Jon Ingi,Evolution Of Combat,Fight Night 4,2019-04-20,TKO,2,0:00
/fighter/Sean-Clancy-Jr-322787,Sean Clancy Jr.,8,win,Reece Brock,HFC,Headhunters FC,2018-09-01,TKO,1,0:00
/fighter/Sean-Lally-44100,Sean Lally,0,win,Matt Denning,Cage Titans FC,Cage Titans 53,2022-06-04,TKO (Finger Injury),1,1:02
/fighter/Sean-Lally-44100,Sean Lally,1,loss,Billy Goff,Cage Titans FC,Cage Titans 48,2021-07-10,Decision (Unanimous),3,5:00
/fighter/Sean-Lally-44100,Sean Lally,2,loss,Shedrick Goodridge,Cage Titans FC,Cage Titans 43,2019-04-06,TKO (Doctor Stoppage),1,2:52
/fighter/Sean-Lally-44100,Sean Lally,3,loss,Kemran Lachinov,Bellator,Mitrione vs. Bader,2018-10-12,Decision (Unanimous),3,5:00
/fighter/Sean-Lally-44100,Sean Lally,4,loss,Chris Curtis,Dana White's Tuesday Night Contender Series,"Season 2, Episode 1",2018-06-12,TKO (Hook Kick and Punches),3,1:37
/fighter/Sean-Lally-44100,Sean Lally,5,win,Avery McPhatter,Cage Titans FC,Cage Titans 37,2018-01-27,TKO (Shoulder Injury),1,4:56
/fighter/Sean-Lally-44100,Sean Lally,6,win,Avery McPhatter,Cage Titans FC,Cage Titans 35,2017-08-12,Decision (Unanimous),3,5:00
/fighter/Sean-Lally-44100,Sean Lally,7,win,Mitch Whitesel,Combat Zone,Legendary,2017-06-30,TKO (Punches),2,1:40
/fighter/Sean-Lally-44100,Sean Lally,8,win,Joe Levasseur,Cage Titans FC,Cage Titans 30,2016-08-27,KO (Punches),1,0:19
/fighter/Sean-Lally-44100,Sean Lally,9,win,Keegan Hornstra,Cage Titans FC,Cage Titans 28,2016-04-09,KO (Punch),1,0:08
/fighter/Sean-Lally-44100,Sean Lally,10,loss,Will Santiago Jr.,Cage Titans FC,Cage Titans 26,2015-11-07,Submission (Guillotine Choke),1,4:36
/fighter/Sean-Lally-44100,Sean Lally,11,win,Stephen Stengel,Cage Titans FC,Cage Titans 24,2015-06-20,TKO (Punches),1,3:45
/fighter/Sean-Lally-44100,Sean Lally,12,win,Addison O'Neil,Cage Titans FC,Cage Titans 23,2015-04-18,TKO (Punches),1,4:40
/fighter/Sean-Lally-44100,Sean Lally,13,win,Tunde Odomusu,Cage Titans FC,Cage Titans 22,2015-01-24,Submission (Rear-Naked Choke),1,4:36
/fighter/Sean-Lally-44100,Sean Lally,14,loss,Brandon Chagnon,Cage Fight,MMA 3,2008-11-08,Submission (Triangle Choke),1,3:02
